title,company,location,job_type,salary_min,salary_max,currency,salary_disclosed,posted_date,url,source,scraped_at
Junior Accountant,TeamAce Limited,,"At TeamAce, we help businesses across different industries thrive. We work with businesses to create their desired change by getting the right people, designing bespoke business processes, leveraging...",,,,False,0001-05-22,https://www.myjobmag.com/job/junior-accountant-teamace-limited-7,myjobmag,2026-05-24T21:41:53.665286
Jobs,Strategic Outsourcing Limited,,"We provide our clients with the appropriate personnel and professional people management outsourcing services for different categories of staff.

Our services include:
Employment contract managemen...",,,,False,0001-05-22,https://www.myjobmag.com/jobs/jobs-at-strategic-outsourcing-limited-1,myjobmag,2026-05-24T21:41:53.665286
Credit Relationship Officer,Creditwise Financials Limited,,CreditWise Financials Limited is a Nigerian financial lending company fast becoming a known brand in the Micro and Retail lending sector. We focus on Sustainable Lending specifically targeted towards...,,,,False,0001-05-22,https://www.myjobmag.com/job/credit-relationship-officer-creditwise-financials-limited,myjobmag,2026-05-24T21:41:53.665286
"Specialist, Corporate Communications",Nile University of Nigeria,,"Founded in 2009, Nile University is a private multidisciplinary university based in Abuja, and a proud member of Honoris United Universities since 2020. Nile University currently has over 40 undergrad...",,,,False,0001-05-22,https://www.myjobmag.com/job/specialist-corporate-communications-nile-university-of-nigeria,myjobmag,2026-05-24T21:41:53.665286
Pharmacy Technician / CHEW / Auxiliary Nurse,Castville Solutions,,"At Castville Concept, we believe in reshaping perceptions around healthcare professionals and enhancing their contribution to healthcare delivery. Our mission is twofold: to connect retail pharmacies...",,,,False,0001-05-22,https://www.myjobmag.com/job/pharmacy-technician-chew-auxiliary-nurse-castville-solutions,myjobmag,2026-05-24T21:41:53.665286
Operations & Maintenance Engineer (Salar PV & Bess),ACO Nigeria,,"ACO Nigeria, a subsidiary of ACO Group, is a premier renewable energy provider focused on delivering innovative and sustainable solutions across West Africa. Established in 2023, the company leverages...",,,,False,0001-05-22,https://www.myjobmag.com/job/operations-maintenance-engineer-salar-pv-bess-aco-nigeria,myjobmag,2026-05-24T21:41:53.665286
Account Officer,Brilliant Performance Solutions Limited,,This company is looking to recruit qualified applicants for Account Officer role,,,,False,0001-05-22,https://www.myjobmag.com/job/account-officer-brilliant-performance-solutions-limited-7,myjobmag,2026-05-24T21:41:53.665286
Marketing and Sales Intern,Brooke Addison Group,,"Brooke Addison Group of Companies which specializes in the provision of facility, property, and hotel apartment management services; development services; real estate research, and investment advisory...",,,,False,0001-05-22,https://www.myjobmag.com/job/marketing-and-sales-intern-brooke-addison-group-2,myjobmag,2026-05-24T21:41:53.665286
Safety Manager,Elite Logistics & Development Services Limited,,Elite Logistics & Development Services Limited is an indigenous company with its operating office in Lagos and duly registered under the companies and allied matters ACT 1990 with RC1195367. ELADS Lim...,,,,False,0001-05-22,https://www.myjobmag.com/job/safety-manager-elite-logistics-development-services-limited,myjobmag,2026-05-24T21:41:53.665286
Marketing Analyst,Elite Logistics & Development Services Limited,,Elite Logistics & Development Services Limited is an indigenous company with its operating office in Lagos and duly registered under the companies and allied matters ACT 1990 with RC1195367. ELADS Lim...,,,,False,0001-05-22,https://www.myjobmag.com/job/marketing-analyst-elite-logistics-development-services-limited,myjobmag,2026-05-24T21:41:53.665286
Jobs,Exotic Pet Cafe,,"Exotic Pet Cafe is a luxury pet store that provides people with a unique experience where they can explore different kinds of exotic animals. EPC provides different types of services from Pet sales, V...",,,,False,0001-05-22,https://www.myjobmag.com/jobs/sales-customer-relationship-executive-at-exotic-pet-cafe,myjobmag,2026-05-24T21:41:53.665286
Customer Service / Admin Officer,Whip Smart Service Providers Limited,,"Whip-smart service provider Ltd has two offices across Nigeria (Lagos and Port-harcourt) with her head office in Lagos. We invest in recruiting and training most skilled, qualified care givers who wil...",,,,False,0001-05-22,https://www.myjobmag.com/job/customer-service-admin-officer-whip-smart-service-providers-limited,myjobmag,2026-05-24T21:41:53.665286
Jobs,GVA Partners,,Growth  in  Value Alliance  (GV Alliance)  Partners  is  a  business  advisory  and  market intelligence services firm. Our objectives are to assist organizations to achieve their growth aspirations b...,,,,False,0001-05-22,https://www.myjobmag.com/jobs/vas-developer-intermediate-specialist-and-consultant-at-gva-partners,myjobmag,2026-05-24T21:41:53.665286
Jobs,Myrtle Management Consultants,,Partnering with clients to deliver operational improvement through a flexible and adaptable deployment model is the Myrtle Consulting Group mission. Myrtle is built on more than 25 years of hands-on e...,,,,False,0001-05-22,https://www.myjobmag.com/jobs/jobs-at-myrtle-management-consultants-37,myjobmag,2026-05-24T21:41:53.665286
Weighbridge Operator,New Hope Agric and Tech,,"New Hope Liuhe also known as New Hope Agric and Tech is an agricultural feed manufacturing industry, producing chicken feed, pig feed and also fish feed.",,,,False,0001-05-22,https://www.myjobmag.com/job/weighbridge-operator-new-hope-agric-and-tech-2,myjobmag,2026-05-24T21:41:53.665286
Indian Chef,Bolton White Hotels & Apartments,,"In the heartland of Nigeria, approximately 30 minutes’ drive from the Nnamdi Azikiwe  International airport,about 5 minutes drive from the international Conference Center/ National Assembly comp...",,,,False,0001-05-22,https://www.myjobmag.com/job/indian-chef-bolton-white-hotels-amp-apartments,myjobmag,2026-05-24T21:41:53.665286
Creative & Cultural Arts Educator,Jewels Leading Lights Academy,,Jewels Leading Lights Academy is a Christian school that started off in September 2013 and was birth from the Bible club where children gather every Saturday to learn about Jesus and how to shine as l...,,,,False,0001-05-22,https://www.myjobmag.com/job/creative-cultural-arts-educator-jewels-leading-lights-academy,myjobmag,2026-05-24T21:41:53.665286
Electrician,Flour Mills of Nigeria Plc,,"Flour Mills of Nigeria Plc was incorporated in September 1960 as a private limited liability company, and commenced operations in 1962 with an installed capacity of 600 metric tons per day. The Compan...",,,,False,0001-05-22,https://www.myjobmag.com/job/electrician-flour-mills-of-nigeria-plc-21,myjobmag,2026-05-24T21:41:53.665286
Incident Management Specialist,inDrive,,inDrive is an international passenger transportation service with more than 150 million users. We are the top 2nd ride-hailing mobile app by downloads worldwide operating in more than 700 cities from...,,,,False,0001-05-22,https://www.myjobmag.com/job/incident-management-specialist-indrive,myjobmag,2026-05-24T21:41:53.665286
Marine Engineer,ABL Group,,"ABL Group is a leading global independent energy and marine consultant working in energy and oceans to de-risk and drive the energy transition across the renewables, maritime and oil and gas sectors, offering our clients the deepest pool of world-class expertise across marine, engineering and adjusting disciplines from more than 300 locations worldwide.",,,,False,0001-05-22,https://www.myjobmag.com/job/marine-engineer-abl-group,myjobmag,2026-05-24T21:41:53.665286
Sales Operations Analyst,AACE Food Processing & Distribution Limited,,"AACE Food Processing & Distribution Ltd. (AACE Foods) is an indigenous Nigerian company which was established in November 2009. We process, package and distribute nutritious and tasty food made fr...",,,,False,0001-05-22,https://www.myjobmag.com/job/sales-operations-analyst-aace-food-processing-amp-distribution-limited,myjobmag,2026-05-24T21:41:53.665286
"Solution Architect (Intermediate, Specialist, and Consultant)",Growth in Value Alliance (GVA) Partners,,Growth  in  Value Alliance  (GV Alliance)  Partners  is  a  business  advisory  and  market intelligence services firm. Our objectives are to assist organizations to achieve their growth aspirations b...,,,,False,0001-05-22,https://www.myjobmag.com/job/solution-architect-intermediate-specialist-and-consultant-gva-partners,myjobmag,2026-05-24T21:41:53.665286
Senior Network Engineer,InfoHob,,InfoHob is an Information Technology company in Abuja,,,,False,0001-05-22,https://www.myjobmag.com/job/senior-network-engineer-infohob-1,myjobmag,2026-05-24T21:41:53.665286
Operations & Maintenance Engineer (Solar PV & BESS),ACO Nigeria,,"Sosaco Nigeria Limited (SNL) was established in 1998 and at present is a major player in the branded foods market.

With a vision of being the market leader in the FMCG segment , the company concent...",,,,False,0001-05-22,https://www.myjobmag.com/job/operations-maintenance-engineer-solar-pv-bess-sosaco-nigeria-ltd,myjobmag,2026-05-24T21:41:53.665286
Regulatory Officer,T.O.N Corporate Services,,"We are a business management firm with a primary focus on helping Start-ups thrive and achieve their business goals. We offer a wide range of corporate services from legal business solutions, human re...",,,,False,0001-05-22,https://www.myjobmag.com/job/regulatory-officer-t-o-n-corporate-services,myjobmag,2026-05-24T21:41:53.665286
Pharmacist,Gleeworld Pharmacy Ltd,,Gleeworld Pharmacy is a medication management and telepharmacy startup that offers low-mid income consumers hassle-free access to their repeat medications. Gleeworld aims to solve the problem of medic...,,,,False,0001-05-22,https://www.myjobmag.com/job/pharmacist-gleeworld-pharmacy-ltd-1,myjobmag,2026-05-24T21:41:53.665286
Jobs,Premium Human Resource Solution Limited,,Premium HR Solutions is a human resource consultancy company which offers strategic and effective HR solutions for small to medium sized businesses.,,,,False,0001-05-22,https://www.myjobmag.com/jobs/jobs-at-premium-human-resource-solution-limited-12,myjobmag,2026-05-24T21:41:53.665286
Senior Auditor - Field Compliance & Investigations,New Incentives,,"New Incentives is a US-based nonprofit committed to implementing health-related cash transfer programs to save lives in developing countries. Operating in Nigeria, New Incentives gives pregnant women...",,,,False,0001-05-22,https://www.myjobmag.com/job/senior-auditor-field-compliance-investigations-new-incentives,myjobmag,2026-05-24T21:41:53.665286
Production Technician,Grand Oak Limited (GOL),,"VISION
To be a well admired pan-African conglomerate

MISSION
To be a world class conglomerate

Our Core Values

Team Work and collaboration
We are part of a team committed to working togethe...",,,,False,0001-05-22,https://www.myjobmag.com/job/production-technician-grand-oak-limited,myjobmag,2026-05-24T21:41:53.665286
Stores Accounting Profile – Tally,Afconrecruit Limited,,Afconrecruit Limited is a company that provides solutions to improve the quality and output of the work transaction for both Employers and Employees.,,,,False,0001-05-22,https://www.myjobmag.com/job/stores-accounting-profile-tally-afconrecruit-limited,myjobmag,2026-05-24T21:41:53.665286
Cashier,Creditcrest Capital,,"Creditcrest Capital and Investment is a financial company that offer loans ranging from micro loan (retail), macro loan, sme loan, salary advance loan, asset financing,school support loan, solar energ...",,,,False,0001-05-22,https://www.myjobmag.com/job/cashier-creditcrest-capital-and-investment,myjobmag,2026-05-24T21:41:53.665286
Jobs,Rainbow Educational Services Limited,,"Rainbow Educational Services Limited (RESL) is an education management company in Nigeria that operates K-12 schools, including Pampers Private School and Rainbow College.",,,,False,0001-05-22,https://www.myjobmag.com/jobs/jobs-at-rainbow-educational-services-limited-1,myjobmag,2026-05-24T21:41:53.665286
Senior Category Manager,Ruff n Tumble,,"Ruff n Tumble is Nigerian’s Leading Clothing Brand for Cool teens and Kids with an international appeal. At Ruffntumble, we design, produce and retail clothing for boys and girls from new born t...",,,,False,0001-05-22,https://www.myjobmag.com/job/senior-category-manager-ruff-n-tumble,myjobmag,2026-05-24T21:41:53.665286
Tele Marketer / Sales Representative,Ellasot Consulting,,"Entrepreneurs turn ideas into business ventures, in most cases these enterprises starts little and grow big after some years, but this fact is peculiar to a small fragment compared to the total number of businesses that kicked off as a result of poor or lack of coaching ,mentoring, knowledge upgrade,education,training to improve skills and other needful support services.

Ellasot consulting has stepped in to bridge the gap for organizations, individuals and SMEs,creating opportunity for them t",,,,False,0001-05-22,https://www.myjobmag.com/job/tele-marketer-sales-representative-ellasot-consulting,myjobmag,2026-05-24T21:41:53.665286
Recovery Officer,Boctrust Microfinance Bank,,"BOCTRUST MICROFINANCE BANK is a financial institution licensed by Central Bank of Nigeria to give social and economic Support to the lower middle class, working class and the economically active poor",,,,False,0001-05-22,https://www.myjobmag.com/job/recovery-officer-boctrust-microfinance-bank-2,myjobmag,2026-05-24T21:41:53.665286
Site Manager / Material Supervisor (QS Background),Suacasa Nigeria Limited,,Suacasa is a property developer focused on building design-led properties. We build innovative and design-led schemes in a number of locations across Nigeria. We have continued to gain an outstanding...,,,,False,0001-05-22,https://www.myjobmag.com/job/site-manager-material-supervisor-qs-background-suacasa,myjobmag,2026-05-24T21:41:53.665286
Jobs,Ibadan Electricity Distribution Company (IBEDC) Plc,,"Ibadan Electricity Distribution Company (IBEDC) Plc - Headquartered in Ibadan is responsible for electricity distribution within the south western zone(Oyo, Ogun, Osun and kwara as well as some parts...",,,,False,0001-05-22,https://www.myjobmag.com/jobs/jobs-at-ibadan-electricity-distribution-company-ibedc-plc-11,myjobmag,2026-05-24T21:41:53.665286
Corporate Credit Analyst,Rand Merchant Bank,,"Rand Merchant Bank (RMB), a division of FirstRand Bank Limited, is a leading African corporate and investment bank and part of one of the largest financial services groups in Africa. We offer our clie...",,,,False,0001-05-22,https://www.myjobmag.com/job/corporate-credit-analyst-rand-merchant-bank-9,myjobmag,2026-05-24T21:41:53.665286
Jobs,Brilliant Performance Solutions Limited,,This company is looking to recruit qualified applicants for the role below,,,,False,0001-05-22,https://www.myjobmag.com/jobs/internal-auditor-compliance-officer-at-brilliant-performance-solutions-limited-2,myjobmag,2026-05-24T21:41:53.665286
Protection Monitor,Aid Initiative to Support Vulnerable and Ideal People (AISVIP),,Aid Initiative to Support Vulnerable and Ideal People (AISVIP) is a Non-Governmental Organization geared toward empowering vulnerable and less privilege people in the society. The organization history...,,,,False,0001-05-22,https://www.myjobmag.com/job/protection-monitor-aid-initiative-to-aid-initiative-to-support-vulnerable-and-ideal-people-aisvip-1,myjobmag,2026-05-24T21:41:53.665286
Sustainability Strategy & Execution Manager,BUA Foods,,"BUA Foods is a leading Food and Fast-moving consumer goods (“FMCG”) business which processes, manufactures, and distributes food produce as well as packaged food. Our business operations comprise...",,,,False,0001-05-22,https://www.myjobmag.com/job/sustainability-strategy-execution-manager-bua-foods,myjobmag,2026-05-24T21:41:53.665286
Jobs,Lily Hospitals Limited,,"Lily Hospitals is a multi-specialty private hospital. We offer world-class services in key areas of healthcare including fertility treatment, cardiology, urology, ophthalmology and pediatrics.

Coll...",,,,False,0001-05-22,https://www.myjobmag.com/jobs/jobs-at-lily-hospitals-limited-35,myjobmag,2026-05-24T21:41:53.665286
Career Opportunities,Rayfield Medical Services Ltd,,"Rayfield Medical Services Ltd is a trusted private healthcare institution committed to delivering quality, affordable, and patient-centered medical care in Plateau State, Nigeria. Established in 2013,...",,,,False,0001-05-22,https://www.myjobmag.com/jobs/career-opportunities-at-rayfield-medical-services-ltd,myjobmag,2026-05-24T21:41:53.665286
Clinical Psychologist,eDokita Health,,"A health tech organization that provides medical information and consultation. Helping people make informed health choices & live a life full of vitality.  We provide #telemedicine services, mobile cl...",,,,False,0001-05-22,https://www.myjobmag.com/job/clinical-psychologist-edokita-health-1,myjobmag,2026-05-24T21:41:53.665286
Electrical Engineer,OandM Engineering Limited,,"OandM Engineering is a distinguished industrial solutions provider specializing in Technical and Engineering Services. With a rich legacy of proven experience, we are committed to delivering comprehen...",,,,False,0001-05-22,https://www.myjobmag.com/job/electrical-engineer-oandm-engineering-limited,myjobmag,2026-05-24T21:41:53.665286
Procurement Officer,Buckler Systems Limited,,"Buckler Ordnance Systems Limited is a Nigerian defense solutions provider with strong expertise in manufacturing civilian armored vehicles, design, and prototyping of military vehicles and ordnance equipment.",,,,False,0001-05-22,https://www.myjobmag.com/job/procurement-officer-buckler-ordnance-systems-limited-4,myjobmag,2026-05-24T21:41:53.665286
Jobs,Ascentech Services Limited,,Ascentech Services Ltd acts as a gateway to provide a wide range of recruitment and selection services to companies. We are a dedicated team of professional consultants offering top-of-the-line executive recruitment and selection services. We cater for the needs of a range of professionals seeking employment and work together to create effective solutions using our networks and strong client base.,,,,False,0001-05-22,https://www.myjobmag.com/jobs/jobs-at-ascentech-services-limited-165,myjobmag,2026-05-24T21:41:53.665286
Jobs,Adron Homes & Properties Limited,,"ADRON is a Real Estate and Property Development Company whose purpose to help people realize their aspirations for the pride of ownership, comfort, security and wealth through the provision of excelle...",,,,False,0001-05-22,https://www.myjobmag.com/jobs/jobs-at-adron-homes-properties-limited-3,myjobmag,2026-05-24T21:41:53.665286
Jobs,Firewood Rice Nigeria,,"At Firewood Rice Nigeria, we don’t just serve meals - we serve memories. With a deep-rooted love for authentic Nigerian dishes, we’ve built a brand that delivers comfort, flavor, and joy to our cu...",,,,False,0001-05-22,https://www.myjobmag.com/jobs/food-packaging-officer-at-firewood-rice-nigeria-1,myjobmag,2026-05-24T21:41:53.665286
Field Assistant,Malaria Consortium,,"Malaria Consortium Nigeria is committed to tackling the large number of malaria cases and deaths in the country. Working in partnership with the Ministry of Health and other partners, we lead and supp...",,,,False,0001-05-22,https://www.myjobmag.com/job/field-assistant-malaria-consortium-15,myjobmag,2026-05-24T21:41:53.665286
Senior Technical Product Manager,PiggyTech Global Limited,,Piggyvest is a platform that helps individuals and businesses manage their finances effectively - save and invest with ease.,,,,False,0001-05-22,https://www.myjobmag.com/job/senior-technical-product-manager-piggytech-global-limited-piggyvest,myjobmag,2026-05-24T21:41:53.665286
Driver- New GRA,Fastest Cakes,,Fastest cakes was birthed with the vision of delivering awesome and affordable cakes very fast.,,,,False,0001-05-22,https://www.myjobmag.com/job/driver-new-gra-fastest-cakes-2,myjobmag,2026-05-24T21:41:53.665286
Operations Manager,Boch Systems Company Limited,,"Boch Systems Company Limited Is The Leading Information Availability Company In Africa. Boch Systems, Incorporated In 2006 By a Team Of Seasoned Executives With Vast Experience And Pedigree On Service...",,,,False,0001-05-22,https://www.myjobmag.com/job/operations-manager-boch-systems-company-limited,myjobmag,2026-05-24T21:41:53.665286
Sales Executive,Flutterwave,,"Our mission is to power a new wave of prosperity across Africa. By enabling global digital payments on a continent that’s been largely cut off from the digital economy, we’re creating the...",,,,False,0001-05-22,https://www.myjobmag.com/job/sales-executive-flutterwave,myjobmag,2026-05-24T21:41:53.665286
HRIS & People Analyst,PZ Cussons,,"PZ Cussons Nigeria Plc is part of a multinational consumer goods business, PZ Cussons Plc. We manufacture and distribute some of the best loved brands in Nigeria, from Imperial Leather to Cussons Baby...",,,,False,0001-05-22,https://www.myjobmag.com/job/hris-people-analyst-pz-cussons,myjobmag,2026-05-24T21:41:53.665286
Medical Sales Representative,,,"Flamingo Pharmaceutical & Cosmetics Limited is an indigenous pharmaceutical company incorporated in the year 2020. We specialize in importation, marketing, sales and distribution of high-quality pharm...",,,,False,0001-05-22,https://www.myjobmag.com/job/medical-sales-representative-flamingo-pharmaceuticals-cosmetics-limited,myjobmag,2026-05-24T21:41:53.665286
Laboratory Chemist,EBENCO Group,,"Petroleum and Domestic Waste Management, Oil Trading & Supply, Environmental Consultancy, Marine Support and Engineering Service, Ship Management and Port Logistics Services, Oil Waste Recycling & Oil...",,,,False,0001-05-22,https://www.myjobmag.com/job/laboratory-chemist-ebenco-group,myjobmag,2026-05-24T21:41:53.665286
Van Sales Representative,High Caliber Nigeria Limited,,"High Caliber Nigeria Limited is a human resources /management consultancy company. We specialize in the following areas; Outsourcing, Recruitment and Placement, Human Capacity Development (Training),...",,,,False,0001-05-22,https://www.myjobmag.com/job/van-sales-representative-high-caliber-nigeria-limited-6,myjobmag,2026-05-24T21:41:53.665286
Administrative Assistant / Brand & Media Communication Assistant,Brenhazy Limited,,"Brenhazy Limited is a privately owned Nigerian company incorporated in 2014 to provide Manpower Services, Engineering, Procurement, and Construction (EPC) services to companies in line with standard r...",,,,False,0001-05-22,https://www.myjobmag.com/job/administrative-assistant-brand-media-communication-assistant-brenhazy-limited,myjobmag,2026-05-24T21:41:53.665286
Job Offers,Bluechip Technologies Limited,,"BlueChip Technologies is a leading business application firm focused exclusively on assisting organizations in planning, designing, implementing and operating business application solutions and strate...",,,,False,0001-05-22,https://www.myjobmag.com/jobs/job-offers-at-bluechip-technologies-limited,myjobmag,2026-05-24T21:41:53.665286
Direct Sales Agent - DSA,Sonora Credit and Advisory Limited,,"We are SONORA CAPITAL AND INVESTMENT LIMITED, a financial services company that is dedicated to managing assets and providing advisory services for carefully selected clientele that desire high qualit...",,,,False,0001-05-22,https://www.myjobmag.com/job/direct-sales-agent-dsa-sonora-capital-and-investment-limited-2,myjobmag,2026-05-24T21:41:53.665286
Jobs,Bolton White Hotels & Apartments,,"In the heartland of Nigeria, approximately 30 minutes’ drive from the Nnamdi Azikiwe  International airport,about 5 minutes drive from the international Conference Center/ National Assembly comp...",,,,False,0001-05-22,https://www.myjobmag.com/jobs/jobs-at-bolton-white-hotels-apartments-11,myjobmag,2026-05-24T21:41:53.665286
Latest Jobs,Afrimash,,Afrimash is Nigeria’s leading eCommerce marketplace for agricultural items. where you can shop conveniently and securely for quality items and receive your order safely at your location.,,,,False,0001-05-22,https://www.myjobmag.com/jobs/latest-jobs-at-afrimash-1,myjobmag,2026-05-24T21:41:53.665286
